complaint_id,category,ward_name,latitude,longitude,complaint_date,resolved_date,status,description
CMP-187,garbage,HSR Layout,12.951667154116926,77.59658906239127,2024-11-07 16:27:00,2024-11-09 12:34:00,Resolved,Commercial waste dumped in public bin
CMP-188,drainage,Yelahanka,12.960197736862673,77.61558978655668,2024-02-02 03:53:00,,Open,Drain cleaning debris left on roadside
CMP-189,pothole,Whitefield,12.982884809550809,77.75,2024-10-21 07:45:00,2024-10-27 22:07:00,Resolved,Asphalt washed away leaving a deep hole
CMP-190,water_leakage,Rajajinagar,13.031047043998266,77.54087552571967,2024-12-06 21:05:00,2024-12-08 07:39:00,Resolved,Drinking water contaminated with sewage
CMP-191,drainage,Malleshwaram,12.990504172367288,77.55530911031835,2024-01-11 12:55:00,2024-01-13 13:11:00,Resolved,Illegal sewage discharge into storm water drain
CMP-192,streetlight,Electronic City,12.85,77.65221367467478,2024-06-25 07:46:00,2024-07-01 21:54:00,Resolved,Flickering streetlight causing disturbance
CMP-193,garbage,BTM Layout,12.918513010076694,77.58445590679715,2024-12-22 15:40:00,2024-12-25 14:29:00,Resolved,Stray dogs scattering garbage on street
CMP-194,pothole,Koramangala,12.933026339636656,77.65524256258824,2024-04-13 01:50:00,2024-04-26 17:22:00,Resolved,Huge crater in the middle of the street
CMP-195,drainage,Whitefield,12.98405635757279,77.74124644516506,2024-05-09 01:48:00,2024-05-13 15:43:00,Resolved,Drain cleaning debris left on roadside
CMP-196,streetlight,Rajajinagar,12.984723779929775,77.56037878757259,2024-07-07 13:56:00,2024-07-09 16:17:00,Resolved,Flickering streetlight causing disturbance
CMP-197,water_leakage,Malleshwaram,12.98329650189469,77.59177188148782,2024-07-07 16:17:00,,Open,Sump overflowing onto the street
CMP-198,pothole,Electronic City,12.86289160181082,77.65306236521843,2024-11-04 05:34:00,2024-11-18 06:16:00,Resolved,Road surface broken completely
CMP-199,water_leakage,Jayanagar,12.904202982063637,77.60250808561248,2024-08-06 05:44:00,2024-08-08 05:39:00,Resolved,Illegal water connection causing drop in pressure
CMP-200,drainage,Koramangala,12.92618190232121,77.6456672446796,2024-05-20 20:50:00,,Open,Manhole cover broken by heavy truck
CMP-201,streetlight,Yelahanka,12.945883585118084,77.74090937465569,2024-12-13 05:01:00,2024-12-15 14:03:00,Resolved,Trees blocking the streetlight illumination
CMP-202,streetlight,HSR Layout,12.998278655495774,77.55370470890647,2024-07-15 18:02:00,2024-07-17 18:25:00,Resolved,Dim lighting not enough for safety
CMP-203,pothole,Malleshwaram,12.99634901792781,77.57364274898522,2024-03-11 16:23:00,2024-03-14 08:30:00,Resolved,Pothole expanding due to heavy vehicle movement
CMP-204,water_leakage,HSR Layout,12.85,77.65796430772468,2024-07-17 17:07:00,2024-07-22 03:20:00,Resolved,Yellowish water coming from taps
CMP-205,streetlight,Jayanagar,12.931704434475678,77.58991658251088,2024-04-12 03:08:00,,Open,LED bulb fused needs replacement
CMP-206,water_leakage,Koramangala,12.938574223171333,77.61023036862242,2024-12-15 10:42:00,2024-12-20 09:00:00,Resolved,Slow leakage from underground pipe
CMP-207,garbage,Whitefield,12.946788287438965,77.75,2024-07-04 16:14:00,2024-07-06 01:29:00,Resolved,Garbage not collected for 3 days
CMP-208,pothole,Rajajinagar,13.003184710179694,77.54177270195164,2024-10-10 18:23:00,2024-10-12 05:02:00,Resolved,Pothole causing accidents for two-wheelers
CMP-209,pothole,Malleshwaram,13.026367279632838,77.5660351195144,2024-07-22 22:46:00,2024-07-27 08:38:00,Resolved,Huge crater in the middle of the street
CMP-210,garbage,Electronic City,12.862889457760957,77.66111277722115,2024-11-24 02:28:00,2024-11-24 08:24:00,Resolved,Medical waste dumped near residential area
CMP-211,drainage,Jayanagar,12.96081121887323,77.60853011263664,2024-04-03 04:27:00,2024-04-03 21:00:00,Resolved,Drainage pipes choked and backing up
CMP-212,garbage,HSR Layout,12.924165537772813,77.64167356426431,2024-12-29 07:22:00,,Open,Medical waste dumped near residential area
CMP-213,streetlight,Whitefield,12.979480639243777,77.75,2024-05-08 06:40:00,,Open,Flickering streetlight causing disturbance
CMP-214,streetlight,Rajajinagar,12.983726148091298,77.56329077189997,2024-09-30 02:32:00,2024-09-30 22:42:00,Resolved,Timer for streetlights not functioning
CMP-215,drainage,Malleshwaram,13.018976367302743,77.53791890770366,2024-10-15 01:52:00,,Open,Sewage water entering residential compound
CMP-216,garbage,BTM Layout,12.85,77.6295115173336,2024-08-01 19:40:00,2024-08-02 13:58:00,Resolved,Garbage truck spilling waste on road
CMP-217,streetlight,Jayanagar,12.925858897483332,77.59296313383695,2024-05-05 21:25:00,2024-05-09 13:35:00,Resolved,LED bulb fused needs replacement
CMP-218,water_leakage,Koramangala,12.95043535578144,77.6282114217063,2024-04-14 10:38:00,2024-04-15 08:24:00,Resolved,Sump overflowing onto the street
CMP-219,streetlight,Whitefield,12.99422923318357,77.72919847812678,2024-03-07 11:32:00,2024-03-15 11:39:00,Resolved,Exposed wires near streetlight base
CMP-220,garbage,Rajajinagar,12.972649263409673,77.55216678451654,2024-02-19 01:18:00,,Open,Garbage not collected for 3 days
CMP-221,water_leakage,Malleshwaram,13.00886098173409,77.56380957877859,2024-03-22 10:59:00,2024-03-25 08:30:00,Resolved,No water supply for two days
CMP-222,water_leakage,Electronic City,12.85,77.6587631994073,2024-06-06 15:01:00,2024-06-07 21:16:00,Resolved,Sump overflowing onto the street
CMP-223,streetlight,Jayanagar,12.910332957492427,77.59224508823245,2024-01-26 09:31:00,2024-01-28 22:49:00,Resolved,Streetlight not working for a week
CMP-224,pothole,Koramangala,12.933398973691451,77.6130018032051,2024-03-09 08:46:00,2024-03-09 21:11:00,Resolved,Road surface broken completely
CMP-225,streetlight,HSR Layout,12.962091996239948,77.73401179717166,2024-05-27 02:24:00,2024-05-28 15:16:00,Resolved,Trees blocking the streetlight illumination
CMP-226,drainage,Rajajinagar,12.997259813540904,77.56732713480751,2024-03-06 03:25:00,2024-03-09 03:48:00,Resolved,Blocked drain causing waterlogging
CMP-227,garbage,Malleshwaram,12.988314109304966,77.57186069773277,2024-09-17 12:32:00,2024-09-20 10:53:00,Resolved,Garbage truck spilling waste on road
CMP-228,drainage,Electronic City,12.85,77.64820690751607,2024-03-17 19:57:00,2024-03-28 09:17:00,Resolved,Drain cleaning debris left on roadside
CMP-229,drainage,BTM Layout,12.928294544600682,77.56667136516371,2024-09-16 16:34:00,2024-09-19 06:26:00,Resolved,Sewage water entering residential compound
CMP-230,pothole,BTM Layout,12.919595260419792,77.60913183161117,2024-10-25 09:50:00,,Open,Road surface broken completely
CMP-231,pothole,Whitefield,12.999270876993744,77.75,2024-08-30 08:41:00,,Open,Pothole expanding due to heavy vehicle movement
CMP-232,drainage,Rajajinagar,12.987704117380112,77.55620969866101,2024-01-27 18:30:00,2024-01-31 03:19:00,Resolved,Foul smell from blocked underground drain
CMP-233,garbage,Malleshwaram,13.001415079254638,77.560985456007,2024-01-17 18:44:00,2024-01-19 16:10:00,Resolved,Foul smell from uncollected waste
CMP-234,water_leakage,HSR Layout,12.854412500500652,77.67146261565071,2024-11-09 15:55:00,,Open,Yellowish water coming from taps
CMP-235,garbage,Jayanagar,12.921942482785843,77.57356272639034,2024-04-16 17:20:00,,Open,Commercial waste dumped in public bin
CMP-236,water_leakage,Koramangala,12.923774224542724,77.59257118252897,2024-03-29 14:58:00,2024-03-31 11:47:00,Resolved,Valve broken at the junction
CMP-237,streetlight,Whitefield,12.947072134067021,77.75,2024-09-04 06:15:00,2024-09-10 12:04:00,Resolved,Timer for streetlights not functioning
CMP-238,garbage,Rajajinagar,13.02287451570252,77.54926445940666,2024-06-11 15:22:00,2024-06-12 15:39:00,Resolved,Stray dogs scattering garbage on street
CMP-239,drainage,Malleshwaram,13.011748354445837,77.56896875231816,2024-07-13 12:52:00,2024-07-14 08:10:00,Resolved,Illegal sewage discharge into storm water drain
CMP-240,streetlight,Indiranagar,12.89138321212683,77.67689362367152,2024-12-01 08:47:00,2024-12-10 03:04:00,Resolved,LED bulb fused needs replacement
CMP-241,streetlight,Jayanagar,12.927981236127788,77.567866893391,2024-02-25 19:47:00,2024-03-05 12:01:00,Resolved,Streetlight pole damaged after accident
CMP-242,pothole,Koramangala,12.903803305196135,77.63015195453801,2024-07-30 10:45:00,2024-07-31 22:45:00,Resolved,Deep pothole on the service road
CMP-243,garbage,Whitefield,12.958454738820734,77.72856619435603,2024-11-30 15:30:00,2024-12-01 01:50:00,Resolved,Garbage burning causing heavy smoke
CMP-244,pothole,Rajajinagar,12.988501406736363,77.53677677994578,2024-11-29 18:14:00,2024-11-30 05:12:00,Resolved,Deep pothole on the service road
CMP-245,water_leakage,Malleshwaram,13.028407124526089,77.57752459635425,2024-01-19 12:50:00,2024-01-20 08:46:00,Resolved,Drinking water contaminated with sewage
CMP-246,drainage,BTM Layout,12.85,77.68229916208335,2024-02-24 10:18:00,2024-02-27 06:49:00,Resolved,Drainage pipes choked and backing up
CMP-247,garbage,Jayanagar,12.931060524614715,77.56928073698008,2024-08-27 08:12:00,,Open,Commercial waste dumped in public bin
CMP-248,water_leakage,Koramangala,12.950746861159043,77.63518365065526,2024-04-05 00:47:00,2024-04-10 16:35:00,Resolved,Low pressure in water supply
CMP-249,water_leakage,Yelahanka,12.954241307685102,77.74704491982874,2024-06-16 02:25:00,2024-06-18 20:55:00,Resolved,Yellowish water coming from taps
CMP-250,garbage,Rajajinagar,12.98506572619923,77.53225800403553,2024-05-13 12:15:00,2024-05-15 10:34:00,Resolved,Overflowing garbage bin at junction
CMP-251,drainage,Malleshwaram,13.016992663212974,77.59294124960705,2024-05-13 20:23:00,2024-05-19 03:52:00,Resolved,Sewage overflowing onto the main road
CMP-252,water_leakage,Electronic City,12.85,77.66854453855036,2024-12-26 09:44:00,2024-12-27 05:07:00,Resolved,Yellowish water coming from taps
CMP-253,garbage,Jayanagar,12.920140361463172,77.57489311924353,2024-09-01 04:29:00,2024-09-01 19:13:00,Resolved,Garbage not collected for 3 days
CMP-254,water_leakage,Koramangala,12.919014091136416,77.6141401384548,2024-12-06 06:48:00,2024-12-06 13:21:00,Resolved,Yellowish water coming from taps
CMP-255,streetlight,Whitefield,12.970527824419172,77.73743574825383,2024-10-15 03:03:00,,Open,Flickering streetlight causing disturbance
CMP-256,garbage,Rajajinagar,13.002256852386699,77.55224642835826,2024-10-01 04:10:00,2024-10-01 08:53:00,Resolved,Garbage truck spilling waste on road
CMP-257,drainage,Malleshwaram,12.999515779297004,77.55068654506938,2024-02-16 16:28:00,,Open,Drain cleaning debris left on roadside
CMP-258,drainage,Electronic City,12.85,77.67143086838739,2024-08-21 18:03:00,2024-08-23 10:49:00,Resolved,Manhole cover broken by heavy truck
CMP-259,pothole,BTM Layout,12.937413757814365,77.56753667132803,2024-10-23 02:02:00,2024-10-28 21:05:00,Resolved,Multiple potholes developing after rain
CMP-260,pothole,Koramangala,12.929389984581437,77.63837080685057,2024-01-17 09:26:00,2024-02-07 03:12:00,Resolved,Pothole needs urgent filling before monsoon
CMP-261,water_leakage,Whitefield,12.944758920783178,77.75,2024-07-14 14:55:00,,Open,Valve broken at the junction
CMP-262,pothole,Rajajinagar,12.988260643615813,77.56155898002889,2024-03-09 20:55:00,2024-03-28 09:20:00,Resolved,Asphalt washed away leaving a deep hole
CMP-263,garbage,Malleshwaram,12.991651112651862,77.53722676849003,2024-01-12 09:29:00,2024-01-13 03:53:00,Resolved,Overflowing garbage bin at junction
CMP-264,garbage,Electronic City,12.85,77.66082127419992,2024-06-26 04:17:00,2024-06-26 08:19:00,Resolved,Stray dogs scattering garbage on street
CMP-265,water_leakage,Jayanagar,12.933795837525823,77.56863525062343,2024-01-09 07:13:00,2024-01-10 12:51:00,Resolved,Illegal water connection causing drop in pressure
CMP-266,pothole,Koramangala,12.93747888688166,77.60217719906596,2024-01-23 12:28:00,2024-01-31 17:36:00,Resolved,Multiple potholes developing after rain
CMP-267,streetlight,Whitefield,12.96880880302029,77.73173475700357,2024-10-21 10:36:00,2024-10-23 04:51:00,Resolved,Entire street is dark due to faulty lights
CMP-268,garbage,Rajajinagar,12.988422458382969,77.55371098006974,2024-04-23 13:19:00,2024-04-24 09:15:00,Resolved,Commercial waste dumped in public bin
CMP-269,garbage,Malleshwaram,12.99019379952074,77.55853166683656,2024-10-11 15:03:00,,Open,Garbage burning causing heavy smoke
CMP-270,water_leakage,Electronic City,12.860294392138217,77.65144662195715,2024-06-12 22:26:00,2024-06-15 23:14:00,Resolved,Yellowish water coming from taps
CMP-271,garbage,Jayanagar,12.942435381680976,77.56525439718014,2024-06-02 22:09:00,,Open,Foul smell from uncollected waste
CMP-272,drainage,Koramangala,12.935847062668728,77.64872352930986,2024-08-01 17:33:00,2024-08-07 22:54:00,Resolved,Manhole cover broken by heavy truck
CMP-273,water_leakage,Whitefield,12.93272533249809,77.73794657116794,2024-02-17 17:46:00,,Open,Valve broken at the junction
CMP-274,drainage,Yelahanka,13.006856081907708,77.54995431920935,2024-01-21 02:12:00,,Open,Drainage pipes choked and backing up
CMP-275,drainage,Malleshwaram,13.008667188100569,77.55524022219926,2024-09-02 06:55:00,,Open,Foul smell from blocked underground drain
CMP-276,pothole,Electronic City,12.85,77.65776484146912,2024-04-07 23:07:00,2024-04-10 14:51:00,Resolved,Multiple potholes developing after rain
CMP-277,garbage,Jayanagar,12.947416730924896,77.58601631264952,2024-05-02 17:20:00,2024-05-03 12:01:00,Resolved,Garbage burning causing heavy smoke
CMP-278,streetlight,Koramangala,12.932964039931127,77.62092184550816,2024-09-19 15:29:00,2024-09-22 05:17:00,Resolved,Dim lighting not enough for safety
CMP-279,garbage,Whitefield,12.962485906638912,77.74341162718271,2024-06-09 13:02:00,2024-06-10 23:03:00,Resolved,Medical waste dumped near residential area
CMP-280,drainage,Rajajinagar,13.004116782135675,77.5466852327877,2024-08-01 09:09:00,2024-08-11 12:02:00,Resolved,Drainage pipes choked and backing up
CMP-281,drainage,Malleshwaram,13.007446622853447,77.59543101197968,2024-05-11 15:46:00,2024-05-12 14:32:00,Resolved,Sewage water entering residential compound
CMP-282,garbage,Electronic City,12.858266870551475,77.65520964701749,2024-10-06 15:11:00,,Open,Garbage not collected for 3 days
CMP-283,pothole,Jayanagar,12.947918208832458,77.57607886940468,2024-01-18 02:52:00,2024-01-22 13:00:00,Resolved,Asphalt washed away leaving a deep hole
CMP-284,garbage,Koramangala,12.897328131972332,77.61197870533624,2024-12-28 04:00:00,2024-12-28 06:39:00,Resolved,Trash dumped illegally on vacant plot
CMP-285,drainage,Whitefield,12.941738121184612,77.74462729773937,2024-12-03 15:01:00,2024-12-03 17:02:00,Resolved,Drain cleaning debris left on roadside
CMP-286,streetlight,Rajajinagar,12.998476275687844,77.57814655968413,2024-05-26 00:32:00,,Open,Trees blocking the streetlight illumination
CMP-287,garbage,Malleshwaram,13.008003910606462,77.56101349206787,2024-02-19 16:09:00,2024-02-20 02:01:00,Resolved,Trash dumped illegally on vacant plot
CMP-288,water_leakage,Electronic City,12.857641083717752,77.62693297036488,2024-07-10 12:29:00,2024-07-11 03:48:00,Resolved,Slow leakage from underground pipe
CMP-289,pothole,Jayanagar,12.933434218371628,77.5937629779083,2024-02-17 12:24:00,2024-02-24 08:24:00,Resolved,Large pothole near main road causing traffic issues
CMP-290,pothole,Koramangala,12.905721206313302,77.6442563106481,2024-08-10 20:50:00,2024-08-11 22:47:00,Resolved,Pothole needs urgent filling before monsoon
CMP-291,pothole,Whitefield,12.974877446112416,77.74367068129149,2024-04-18 22:56:00,2024-04-27 14:39:00,Resolved,Multiple potholes developing after rain
CMP-292,drainage,Rajajinagar,13.007691727991595,77.58706039286706,2024-12-02 01:11:00,,Open,Drainage pipes choked and backing up
CMP-293,garbage,Malleshwaram,13.005827993825877,77.56802330879451,2024-03-14 22:52:00,2024-03-16 10:28:00,Resolved,Garbage truck spilling waste on road
CMP-294,water_leakage,Electronic City,12.85,77.64735233445803,2024-06-18 12:48:00,2024-06-20 10:34:00,Resolved,Yellowish water coming from taps
CMP-295,pothole,BTM Layout,12.942355037248163,77.56935874261137,2024-08-11 07:53:00,2024-08-17 22:31:00,Resolved,Deep pothole on the service road
CMP-296,streetlight,Koramangala,12.92897349355829,77.61993513829852,2024-11-20 08:50:00,,Open,Streetlight not working for a week
CMP-297,streetlight,Whitefield,12.976984697386195,77.75,2024-07-11 13:11:00,2024-07-12 01:00:00,Resolved,Trees blocking the streetlight illumination
CMP-298,garbage,Rajajinagar,13.013763099163869,77.54534975401718,2024-02-12 08:09:00,2024-02-12 13:56:00,Resolved,Trash dumped illegally on vacant plot
CMP-299,streetlight,Malleshwaram,12.999051875970599,77.54961854426327,2024-02-16 00:19:00,2024-02-16 14:27:00,Resolved,Flickering streetlight causing disturbance
CMP-300,water_leakage,Yelahanka,12.85,77.66575950739568,2024-10-11 16:26:00,2024-10-16 15:31:00,Resolved,Yellowish water coming from taps
